Indonesia,Batak
Saya tidak tahu beratnya perpisahan ini,dang huboto ba borat ni parsirangan on
Kenapa saya harus berjumpa dengannya?,base au ikkon pajuppang dohot ho?
Kenapa saya harus memilih perpisahan ini?,base au ikkon mamillit parsirangan on?
Api  yang sudah padam menyala lagi,"api na nung mate, margara muse"
Apakah ini karena rindu yang menyakitkan ini?,alani sihol na hassit on do on?
Dengan akhir cerita yang bagus,dohot akhir ni cerita na bagak
Lampu-lampu telah padam,akka lappu nungnga mate
"Hei, tidak apa meghadapi perpisahan","oi, dang age boa makkadapi parsirangan on"
Hari kemarin kita sudah bukan lagi hari esok,"nanjadihanta, dang be punatta lao tu sogot"
Kenangan yang akan selalu kuingat seumur hidupku,kenangan na ikkon ingot onkku saleleng au mangolu
"Kalau ada kamu didalamnya, itu sudah cukup","molo adong do ho I bagas, nga sae be i"
"Sekarang kita ada di mana, aku saya juga tidak tahu",saonari idia hita? Au pe dang hu boto
Saat aku tiduran dengan orang lain,pas au modom dohot halak na lain
Kau ada di dalam kepala saya dan saya tak bisa mengeluarkannya,"adong ho I bagas simanjujungku, dang boi hu pakaluar"
Saya tahu saya akan kembali untuk mu,"hu boto do, au ikkon mulak tu ho"
Seandainya saya bisa melakukan semuanya lagi,molo au boi mambahen assude muse
Kita tidak pernah serius,hita dang hea serius
Dan apa gunanya bersembunyi,aha guna na martabuni?
"Dan saya menyesal, andai saja saya tidak mengatakannya","au manosal, molo au dang mandokkon i"
Saya ingin tidur di bawah pohon,au naeng modo I toru ni pohon i
Saya ingin berjalan sendiri,au naeng mardalan sahalakku
Bisakah kamu tau perasaan saya meski tidak saya katakan?,boi do I boto ho perasaanku age pe dang hu paboa?
"Ditempat itu, dimana kita bisa kembali saling  memandang dan tersenyum","I tempat I, idia hita boi marsiberengan dohot mekkel"
"Saya akan menjadi bungamu, lelaki yang berhenti ditengah waktu","au ikkon jadi bungam, baoa na so I partongan ni waktu"
"Sejak saat itu, saya berani menunjukkan isi hati saya","nung sae I, au baranni mampatuga isi ni rohakkon"
Bagi saya kamu lebih cantik dari dia,"mmolo I au, umbagak doho daripada imana"
Tetapi saya tidak berani untuk membacanya,hape au dang barani mambassa i
Cerita kita tidak akan pernah berakhir,ceritatta dang na olo sae
Karena kita akan bertemu lagi,alani hita ikkon pajuppang muse
Kamu selalu menungguku,ho torus mamaitte
Di tempat yang sama seperti biasa,I tempat na sarupa songon biasa
Jangan percaya pada saya seperti orang bodoh,unang porsea tu au songon jolma na oto
Mengapa kamu menipu saya,base I oto-oto I ho au?
"Maaf, saya tidak bisa melindungimu","sattabi, au dang baoi manjaga ho"
Saya harap kamu baik-baik saja,hu harap ho ikkon burju-burju
Saya selalu di tempat yang berbeda,au torus I tempat na asing
Setiap malam bersama teman-teman,tiap borngin dohot akka dongan
Saya keluar sepanjang malam,au kaluar saborngin on
Kamu orang terakhir,ho jolma na parpudi
"Tolong maafkan saya, tidak bisa mencintaimu","maaphon ma au, dang boi makkaholongi ho"
Janji yang kita buat untuk bersama selamanya,janji na hita baen lao sarappak saleleng na
Tidak ada waktu untuk bernapas,dang adong waktu lao marhosa
Tentu saja kamu membenci saya,nga pasti sogo raham tu au
"Mengapa kamu diam saja, ketika kita bertemu","base holanna sip ho, molo pajuppang hita"
Mengapa kamu datang sekarang?,base ro ho saonari?
"Gadis, bisakah saya menanyakan sesuatu?","anak boru, boi do au manukkun?"
Kita punya hubungan yang baik,hita mampunasa hubungan na lekket
Saya tidak bisa berhenti tersenyum,dang boi au so mekkel
Saya sungguh menyukaimu,au si toho marlomo ni roha tu ho
Saya benar-benar takut untuk membiarkanmu,au si toho mabiar mampasombu ho
Kamu harus menjadi bahagia,ho ikkon sonang
Saya akhirnya menangis,akhirna au tangis
Saya tahu kamu tidak akan melihat saya,hu boto do dang nalao bereng onmu au
Saya harap kita menjadi teman,hu harappon hita boi mardongan
Berpisah itu mudah,mura do molo marsirang
Selalu berjalan seperti ini,torus mardalan songonon
"Saya dan keinginan saya , diatas kebutuhan","au dohot lomo ni rohakku, I ginjang ni kebutuhan"
Hidup di akhir bulan,mangolu I akhir bulan
Saya harus bertahan,au ikkon bertahan
Saya harus merubah diri,au ikkon mangubah dirikkon
Saya wanita yang punya cinta di hati,au boru na mappunasa holong I roha
Hati ini tidak mungkin terbagi,rohakkon dang mungkin terbagi
Sampai nanti bila saya mati,sappe annon molo mate au
Salahkah bila saya mecinta?,salah do au molo makkaholongi?
Salahkah bila semua selalu tentangmu?,salah do molo sude tentang ho?
Izinkan agar kusampaikan,pasombu ase hu pasahat
Saya tahu walau kamu dengannya,hu boto do age ho rappak dohot imana
"Jalani bersama saya, kau pasti akan bahagia","dalani dohot au, pasti sonang ho"
"Menari bersamaku, temani hingga akhir watu","marjoget dohot au, dongani sappe sae waktu on"
Tak bisa kumiliki kurelakan semua,"dang boi di au, hu pasombu sude"
Saya mencintainya tapi tak dicintai,au makkaholongi hape dang di haholongi
Aku pun mulai berpikir,au pe mulai marpikkir
Ku sakit hati dan mulai ku merasa,hassit rohakku baru hurasahon muse
Tak usah ku dekatimu lagi,dang pola hu jonoki ho muse
Kau dan aku tercipta oleh waktu,ho dohot au I ciptahon waktu
Hanya untuk saling mencintai,holan lao makkaholongi
Mungkin kita ditakdirkan bersama,mungkin hita I takdirhon lao sarappak
Berada dipelukanmu mengajarkan apa arti kenyamanan,"I haol an mi, mangajarhon arti ni hanyamanan"
Tak pernah ku bayangkan olehku bila kau tinggalkan aku,dang hea hu bayangkon  molo I tinggal hon au
Hancurlah hatiku musnah harapanku sayang,"sega ma rohakku, musnah harapanku hasian"
Hanya dengan sepatah kata,holan sapatah hata
Buat hati menutup mata,mambahen rohakku manutup simalolong
"Buat ku mudah percaya, walau ternyata berbahaya","mambahen au porsea, age pe bahaya"
Hingga tak melihat kau buaya,sappe dang mangida ho buaya
"Tersadar aku kini tak mau, ku dibodohi begini","sadar au sonari dang olo, au I otoi songonon"
"Yang mau saja kau bohongi, dengan kata indah","na olo I otoi ho songoni, dohot hata na bagak"
Ku kan belajar menjadi yang terbaik,au ikkon marsiajar menjadi na lekket
Mana bisa ku berubah,idia boi au berubah
"Mana bisa ku menunjukkan tanpa, kau beri waktu",idia boi au mampaboa molo dang I lean ho waktu
Bisa jadi apa saja yang kau mau,boi jadi aha ajo na lomo roham
"Ini saat yang ku tunggu, hari ini kubuktikan","on saat na hu paitte, sadarion hu buktihon"
Semua doa ku panjatkan,sude doa hu turehon
Lili adalah seorang gadis kecil,Lili ima dakdanak na etek dope
"Dia begitu ketakutan, sendirian","imana mabiar hian, sahalakna"
"Mereka memperingatkannya, untuk jangan pergi kesana ","halaki mampasingot imana, ase unang lao tu san"
Ikuti kemana pun aku pergi,dohotton manang tudia pe au lao
"Kemudian pecah, dan dia bangun lagi","nungi puttar, imana pe dungo muse"
"Di belakangnya, dia bisa mendengarnya berkata","I pudi na, imana boi mambegei halaki makkatai"
Mereka tak perlu melihat tangisanku,halaki dang pola mangida au tangis
Mereka tak mengerti,dang  I attusi halaki i
Aku belum pernah terjaga sejauh ini.,au tang hea dungo salelengon
Dan aku sedang dalam perjalanan,dohot au I dalan dope
Tak  ada orang selain diriku yang bisa menyelamatkanku,dang adong jolma na lain molo so au na boi masselamatton au
Karena kusadari di sisimu aku bukanlah siapa-siapa,"alana sadar do au, I sapping mu au dang age ise"
Dan aku bosan berkelahi dan bertengkar sia-sia,dohot au bosan maralo dohot marbadai dang marguna
"Tak ada rencanaku, jatuh cinta padamu","Dang adong rencanakku, cinta tu ho"
"Dan tidak ada niatku, menyayangimu","Jala dang adong niathu, makkaholongi ho"
Tapi hatiku tak bisa berdusta,"Alai rohakkon, dang boi margabus"
Kini kita sudah ada yang punya,"Saonari pe hita, adong nampunasa"
"Aku menyadari itu, aku tidak munafik","Sadar do au di si, dang na munafik au"
"Aku tahu itu salah, tak seharusnya aku selingkuh denganmu","Huboto do salah, dang seharus na au selingkuh tu ho"
"Tapi demi cinta, aku bersedia menemanimu","Alai demi cinta, olo do au mandongani ho"
Aku rela jadi kekasihmu,Rela do au hallet mu
Jadi orang ketiga,Gabe orang ketiga
"Tidak Terhapus OlehKu, WajahMu dari HatiKu","Dang Tarsesa Au, Bohim Sian Rohakki"
Tetap Saja Ada di PikiranKu,Sai Toktong Do Di Pikiran Hi
"Walapun Terasa Sakit, Semua PerbuatanMu PadaKu","Nang Pe Tung Haccit, Pambahenanmi Tu Au"
Tidak Mampu Kulupakan itu Semua,Dang Boi Huhalupahon i Sude
"Di Hari Minggu ketika itu, Berjani Kau kepadaKu Sayang","Di Ari Minggu i di Tikki i, Marjani Ho Tu Au Hasian"
Tidak akan Jadi Pisah Aku dariMu,Naso So Jadi Sirang Au Sian Ho
Ternyata Apa yang Kau Ucapkan hanya Sebatas Kata,"Hape Holan di Hata do Sude, Akka Nanidokmi Tu Au Ito"
CintaKu padaMu hanya di Angan-angan,"Cintaki tu Ho, Holan di Angan-angan"
Kau yang Memulai Hubungan Kita,"Ho do da Ito, Namamuka Padani"
Namun Kau juga yang Mengingkari Hubungan ini,Alai Ho do na Manimbil Sian i
"Kau Pergi Jauh, Melupakan itu Semua","Lao Ho Daon, Pasidinghon i Sude"
Kau Sakiti Hati ini,Di Haccitti Ho do RohaKi
Sudah Cukup Lama Sayang,Nunga Tung Lelelng Ito
Tidak Bertemu Aku denganMu Kasih,Dang Pajuppang Au tu Ho Ale Hasian
"Kembalilah Kau padaKu, Menyembuhkan Rindu yang ada di HatiKu","Mulak ma Ho tu Au, Mangubati Sihol na di Rohakon"
hingga kau selalu marah kepadaku,umbahen sai muruk ho tu au
jikalau memang ada salah yang kulakukan,molo tung adong nasalah nahubaen
"hei teman, supaya kamu tidak bersedih lagi",oh hamu dongan asai unang sai marsak be
saya berdiri disini  untuk membuat hatimu bahagia,jonjong do au nuaeng dison pa las roha mu
datanglah kalian semua supaya kkita bernyanyi bersama,ro hamu sude asai rap marende ma hita
lalu kita nyanyikan semua lagu bahagia itu,las ta endehon ma sude ende sonang i
langkahkan kakimu ke kiri dan ke kanan,lakkahon simanjojak mi tu siamun hambirangmi
"seperti ikan yang masih hidup itu, lemaskan pinggang mu",tar songon dekke na mangolu I dauk gale baen gottingmi
"marilah teman, kita semua bernyanyi",tar beta-beta ma dongan marende ma sude
"marilah teman, kita bersuka ria",tar beta-beta ma dongan mar las ni roha be
doakan saya ibu,tangiangkon ma au da inang
kebaikan ibu untuk memberi saya kehidupan,"Burju do ho inang, lao manarihon au"
kesabaran ibu untuk mengajariku,sabar ho inang manganju au
"saya harus bahagia, itu janjimu padaku ibu","ikkon do sonang au, ido janjim tu au inang"
sungguh sakit dan pahit,tung hassit manang parir
"kaulah bunga hatiku, bunga kesayanganku","ho do bunga ni rohakku, bunga nu holonghu"
yang tidak bisa saya petik,na so boi putikhon i
banyak yang kamu buat untuk aku ingat,godang dibahenho siingot onku
yang tidak bisa saya lupakan,na so boi tarlupahon au
saya melihat lembutnya wajahmu,hu bereng lambok ni bohimi
dan ketawamu dan juga senyum manismu,dohot parekkel mi nang ekkel subingmi
"walaupun kita hanya berteman, dan kita tidak berjodoh","mardongan pe hita, nang pe so marrokkap au dohot ho"
kita yang bersama tetapi orang lalin yang memiliki,"hita na sarappak, alai halak nappunasa"
Jatuh hati tidak pernah bisa memilih,madabu holong hea boi mamillit
Tuhan memilihkan dia untuk aku,Tuhan mamillit ho lao di au
Kita hanyalah korban,hita holan korban do
Kecewa adalah resiko nya,kecewa do resiko na i
Bahagia adalah hadiahnya,hasonangon ima hadiah na
Jika lapar maka kamu harus makan,molo male bah ho ikkon mangan
Jika haus maka kamu harus minum,molo horakan ba ho ikkon minum
Jika saat nya tiba sedih akan menjadi tawa,molo nga waktuna malungun pe boi do jadi mekkel
Perih akan menjadi cerita,maniak ikkon jadi cerita
Kenangan akan menjadi guru,na ujui ikkon jadi guru
Rindu akan menjadi temu,sihol ikkon jadi juppang
Kamu dan aku akan menjadi kita,ho dohot au ikkon jadi hita
Beberapa rindu memang harus sembunyi-sembunyi,sadeba hasiholan memang ikkon buni-buni do
"Bukan untuk disampaikan, hanya untuk dikirimkan lewat doa","dang lao i pasahat, holan lao i pasahat pakke tamiang"
"Pada waktunya, dunia hanya perlu tahu kalau kita hebat","pas i waktuna, portibi holan boi mamboto molo hita jago"
Kebahagiaan tidak membutuhkan penilaian orang lain.,hasonangon dang mamorluhon panilaian sian jolma na asing
Aku tidak tahu cara membencimu dengan baik dan benar,dang hu attusi lao marsogo no roha na lekket tu ho
seperti kamu tidak tahu cara menyayangiku dengan baik dan benar,songon ho dang mangattusi lao makkahahollongi au satoho na
aku bangga hidup di atas keputusan yang kubuat sendiri,bangga hian do au mangolu i atas keputusan an hu baen 
Dulu kita selalu mengucap kata sayang di penghujung malam,"tikki i hita torus mandokkon hata ""hasian"" i tonga ni borngin"
Kita tidak lebih dari dua orang asing yang merindukan masa lalu secara diam-diam,hita dang lobi sian dua jolma na asingna masihol tu na naung salpu i secara sip-sip
Beberapa rasa memang harus dibiarkan menjadi rahasia,sadeba rasa memang ikkon i pasombu jadi rahasia
"Menyayangimu sangatlah mudah, aku bisa melakukannya berulang kali tanpa pernah bosan","mura do makkahaholongi ho, boi do hu baen i dang pola bosan"
manusia akan melupa pada saatnya,jolma ikkon lupa do molo nga waktuna
Akan tiba saatnya kita temukan alasan paling tepat untuk berjuang,ikkon tiba do waktu na hita dapotton alasan na pas lao marjuang
Sesuatu yang istimewa tidak akan datang dua kali,akka na istimewa dang ro dua hali
Untuk apa menulis nama kamu di bio?,lao hudia manurat goarmu i bio?
Apa belum cukup nama kamu dalam setiap doaku pada Tuhan?,dang sukkup dope goarmu i bagas tamiangku tu Tuhan?
Karena sebuah kebahagiaan tidak perlu dipamerkan kepada dunia,alani hasonangon dang porlu i pa mesek tu portibi on
Perjuangkan sebelum pergi,parjuanghon sebelum lao
"Aku tidak mahir melawak, tapi aku tahu cara membuat kamu bahagia","dang jago au marlawak, hape hu boto do carana mambahen ho sonang"
"Aku tidak mahir mengejar, tapi aku tahu cara menunggu kamu","dang malo au mangejar, alai hu boto do carana mamitte ho"
"Aku tidak mahir berkata-kata, tapi aku tahu cara mendoakan kamu","dang malo au makkatai, alai hu boto do manamianghon ho"
kamu tahu aku akan tetap menjadi orang yang sama,"iboto ho do, au ikkon tetap do jadi jolma na sarupa"
 merindukan kamu dengan sederhana,massiholi ho dohot sederhana
mengejar kamu dengan wajar,makkejar ho sewajar na
menyayangi kamu dengan luar biasa,makkahaholongi ho dohot luar biasa
menyakiti kamu dengan mustahil,mambahen marsahit dohot mustahil
Kamu diciptakan untuk menjadi unik,ho i ciptahohon lao jadi unik
Menangis tidak membuktikan kamu lemah,tang dang mambuktihon ho na lemah
Aku marah bukan berarti tidak peduli,au muruk dang na alana dang peduli
hidup kita lebih baik tanpa dia,hangoluanta lebih baik do molo dang adong imana
"Jangankan dipaksa melupakan, dipaksa tidur saja tidak enak","unang i paksa mallupahon, i pakasa modom pe dang tabo"
semoga tidak lupa untuk bersyukur sebelum mengeluh,semoga dang lupa lao bersyukur sebelum mengelun
memberi sebelum meminta,mallean sebelum manjalo
berdoa sebelum berjuang,martamiang sebelum berjuang
Tetap tersenyum saja,tetap ma mekkel
 Tidak perlu banyak marah-marah nanti cepat tua,"dang porlu godan muruk, anno hatop matua"
" Dari pada tua sendiri, lebih baik tua berdua sama saya","daripada matua sahalak, mending rappak matua dohot au"
Cobaan bukan alasan untuk berhenti mencoba,cobaan dang alasan lao so massuba
Tidak ada yang tahu kapan cinta pastinya datang,danng na mamboto andigan holong na pasti ro
kita selalu tahu kapan kita harus memulai,hita torus mamboto andiga hita mammulai
Sebab aku tahu cinta terbaik akan selalu pulang,alana hu boto holong na lekket ikkon do mulak
Tidak ada jatuh cinta tanpa rasa marah,dang adong madabu holong na so adong hamurukan
Tidak ada jatuh cinta tanpa rasa kesal,dang adong madabu hollong naso adon rasa kosal
Tidak ada jatuh cinta tanpa rasa lelah,dang adong madabu holong na so merasa loja
Semua manusia yang jatuh cinta tetaplah manusia,sude jolma na madabu holong pe tong do jolma
Ada yang marah lantas benci,adong na muruk nungi sogo
Ada yang marah lantas memaafkan lagi,adong na muruk  nungi mamaappon
" Kadang, kita memang harus melupakan","sipata, hita memang ikkon mallupahon"
"Bukan karena kita tidak cinta, melainkan karena kita tahu cinta kita tidak pernah bisa tumbuh di hatinya","dang alana hita dang makkaholongi, melainton alana hita boto holong dang hea boi tubu i rohana"
"Cinta selalu belajar saling memahami, bukan hanya meminta dan menunggu dipahami","holong torus marsiajar saling memahami, dang haolan manjalo dohot mamaitte i pahami"
 Jatuh dan cinta pasti mendatangkan rindu,madabu tu holong pasti mambaen ro sihol
Menerima seseorang menjadi bagian hidup kita adalah pekerjaan yang tidak mudah,manjalo jolma lao bagian ni ngolutta ima horja na so mura
Hal yang sudah jelas dan pasti saja kadang berakhir menyakitkan,hal na nung jelas dohot pasti pe kadang sae pakke hassit ni roha
Apalagi yang tidak jelas dan tidak pasti,apalagi na so jelas dohot pasti
Selalu ada alasan terbaik kenapa sesuatu itu terjadi,torus adong alasn na lekket base boi i terjadi
Jangan bandingkan hidup kamu dengan hidup orang lain,unang bandingho ngolum dohot hangoluan ni halak
Bersyukurlah dengan kehidupan kamu,martuani ma ho dohot hangoluanmu
Jangan pernah mengeluh ,unang hea holsoan
Aku hidup bukan untuk membahagiakan orang lain,au mangolu dang lao mampasonang halak na lain
Semua orang memiliki masa lalu,sude jolma mampunasa kenangan naung salpu
Cinta sejati selalu sederhana,holong na si toho torus do sederhana
Sungguh tidak ada gunanya kita marah-marah,iman dang marguna hita muruk-muruk
Hadiah terbaik bagi orang yang sabar,hadia na lekket lao tu jolma na sabar
 Ajari Aku untuk selalu memiliki hati yang cantik,ajari au lao mampunasa roha na lekket
"Bila awalnya kita jadian baik-baik, pisahnya juga harus baik-baik","Denggan do nian ito hita na mamukkah padan, denggan ma nian molo tung ikon sirang"
"tidak usah lagi kita saling menutupi dalam hubungan ini, hanya membuat sakit hati ","Unang pola be hita mardongan-dongan hasian, holan na mambaen hacit di roha i"
"setiap hari hatiku gelisah, bagaimana akhir dari hubungan kita ","Arian nang borngin i sai busisaon rohakki, boha do ujung ni hubunganta hasian"
" Aku pikir kamu setia selama ini pada aku, ternyata kamu mendua dibelakang aku ","sai hurippu do ito setia ho saleleng on, hape na mardua holong di pudikki"
"seperti bunga yg layu ditaman, begitulah kacaunya hati aku saat ini","tar songon bunga na malos diladang i, songon i ma rohakki nunga malala"
"tidak aku sangka seperti ini, kamu buat cinta aku jadi mainan kamu ","dang hurippu songon i, dibaen ho holongki gabe meam-meam mu"
"cukuplah sayang, cukup lah aku saja jadi korbanmu ","sae ma  ito sae ma sude, sae ma holan au na gabe korbanmu"
percuma hari-hari yang kita lewati hanya karena cinta palsumu ,"marisuang hari manang tikki i, holan halani cinta palsumi"
"Aku sayangi kamu, ibarat aku menyayangi diri sendiri",Hu holongi ho tudoshon dirikkon
Bukan harta atau rupa yang kulihat dari mu,Dang arta manang rupami na huida sian ho
Kalau ada perlakuan aku yang kurang atau salah,Atik adong hubaen nahurang nasailaon
"Bujuk lah saya sayang, saya pasti akan menurutinya",Anju ma ahu hasian oloan hu do ho
"Ajari lah aku, membuat kamu senang",Ajari ma ahu pasonanghon ho
Ijinkan lah saya untuk tetap bersama kamu,Paloas ma ahu tong-tong raphon ho
"Terima lah aku, temani lah aku sayang",Sai jakkon ma ahu dongani ma ahu hasian
"Mari kita bersatu, mari kita bersatu selama hidup kita",Rap hita nadua raphita nadua saleleng di ngolutta
Kalau ada perlakuan aku yang kurang atau salah ,Atik adong hubaen nahurang nasailaon
saat baru aku kenal kamu kasih langsung aku jatuh cinta,Dung hutanda ho ito jatuh cinta au tuho
langsung aku katakan kata cinta langsung kamu menerima aku,hudok ma hata holong ias roham manjalo au
saat berjalan lah hubungan kita selama 2 tahun,dung mardalan ma ito hubunganta mardua taon
jadi curiga aku melihat sifat kamu,gabe curiga au mamereng sifat mi
begitu bertanya-tanya aku ,sai sukkun-sukkun do roha ku
tidak seperti dulu lagi jawaban kamu,dang na ujui be pangalusi mi
langsung mudah-mudahnya kamu memotong omongan aku,sai toppu-toppu doho mangalusi hatakki
aku sudah jadi bingung melihat kamu begini,au pe nunga gabe bingung marnida ho ito
kalau saat jumpa malam minggu biasanya bersama kita selalu ,Molo jumpang malam minggu nasai rap do hita ito saleleng on
namun kenapa di malam ini tidak aku lihat lagi kamu di samping aku,alai boasa dibornginon dang hu ida ho ito di lambungki
Seperti bunga di ladang,Songon bunga na di ladang i
Kecantikan kamu sungguh wangi Selalu mekar dan sangat indah,Haulionmi mansai hunsus Mangerbang do i Jala mansai uli
Ingin selalu aku petik dan aku ingin memiliki kamu,Sai naeng huputik Jala sai naeng au nampuna ho
Siang dan malam hanya kamu di hati aku di pikiran aku,Arian nang borngin i ito Ho di rohanghi di pingkiranhu
Wajah kamu yang cantik dan hati kamu yang lembut Menggoda jiwa,uli ni rupami Jala lambok ni roham Manggoda roha
Kamu kekasih hati hanya kamu yang ada di hati aku,Ho ito haholongan Holan ho do na di bagas rohanghi
Kamu kesayangan jiwa kamulah bunga di hati aku,Ho ito hasudungan Ho do bunga na di rohanghi
"Bunga yang indah, bunga yang wangi Aku ingin memiliki kamu selalu","Bunga nauli, bunga na hunsus Sai naeng au nampuna ho"
Bunga ditaman alangkah indahnya,bunga na itaman bagak hian
pelangi itu sangat indah,bittoa i lekket hian
ingin rasanya aku berlari ke pantai,naeng rohakku au  marikkati tu pantai
menikmati indahnya pantai biru,manikmati bagak ni pantai na biru
sambil menikmati es kelapa,sambil manikmati es kalapa
berlari menikmati senja hari,marikkati manikmati botari ni ari
sambil mendengarkan lagu kesayangan,sambil mambegei ende na lomo ni rohakku
betapa indahnya senja hari,bagak hian botarion
saya sangat menyukai rok itu,lomo hian roha ku mangida rok i
saya inginmemiliki rok itu,au naeng mampunasa rok i
rok itu harga nya sangat mahal,rok argana pasti arga hian
saya sering berjemur di pagi hari,au sering marjomur i tiur ni ari
jangan lupa berdoa sebelum tidur,unag lupa martamian sebelum modom
jangan lupa gosok gigi sebelum tidur,unang lupa  marsikat ipon sebelum modom
lagi apa?,marhua ho?
udah makan belom,nungnga mangan ho?
jangan lupa makan nanti kamu sakit,unang lupa ho mangan annon marsahit
kalo kamu sakit aku jadi sedih,molo marsahit ho au gabe malungun
memang tidak cantik tapi aku setia,"memang dang bagak, alai au setia"
saya memelihara ayam,au mempelihara manuk
saya memelihara bebek ,au mampelihara bebek
ada kandang ayam di belakang rumah saya,adong lobu ni manuk i pudi ni jabu nami
saya suka menyiram bunga,lomo rohakku maniram bunga
saya menanam bunga melati,au manuan bunga melati
saya takut tidur sendiri,mabiar aumodom sahalakku
saya takut tidur di ruangan yang gelap,mabiar au modom i ruangan na golap
saya memiliki motor baru,au mampunasa kareta baru
saya membeli motor dua minggu yang lalu,hu tuhor dua minggu na lewat
ayah saya sangat marah jika saya berbohong,ayah ku muruk hian molo margabus au
saya rajin pergi kuliah,au rajin lao kuliah
saya memiliki teman yang sangat baik,adong donganhu na burju hian
saya suka memasak daun ubi,lomo rohakku malloppa bulung tirha
saya memancing udang,au makkail Peak
saya pergi ke danau bersama teman-teman,au lao hu danau dohot akka donganku
saya tidak suka di ganggu,dang lomo rohakku i ganggu
kamu suka makan bubur?,lomo roham mangallang bubur?
saya makan bubur setiap pagi hari ?,au mangallang bubur tiap pagi
kamu suka minum susu?,lomo roham minum susu?
saya sangat suka minum susu sebelum tidur dimalam hari ,lomo rohakku minum susu sebelum modom i borngin ni ari
kamu berapa kali sehari ?,ho piga ari sadari?
saya mandi tiga kali sehari,au maridi tolu hali sadari
saya ingin menjual layang-layang,au naeng mannjual layang-layang
saya tidak memiliki bambu untuk membuat layang-layang,dang adong Bulukku lao mambahen layang-layang
saya suka mencari ikan cupang,lomo rohakku mamori ikka si Manje
saya suka memelihara kucing di rumah,lomo rohakku mamelihara huting i jabu
kucing aku sangat lucu ,hutingku lussu hian
kucing aku berwarna putih,hutingku berwarna bottar
jangan membakar hutan,unang manutung tombak
musim kemarau sudah tiba,nga sahat be musim kemarau
banyak kabut asap disini,godang kabur asap di son
saya dan teman-teman menjual es setiap hari,au dohot akka donganku manjual es tiop ari
saya menjual es kopyor dan es nata de coco,au manjual es kopyor dohot es nata de coco
setiap pagi hari kami mengangkut meja,tiap pagi hami mangangkat meja
setiap hari kami membeli es batu,tiop ari hami manuhor es batu
harta yang paling berharga adalah keluarga,arta na paling berharga ima keluarga
kami mengerjakan tugas dengan benar,hami makkarejohon tugas na satoho na
saya sangat suka mendaki bukit,lomo hian rohakku mandaki bukit
saya suka berenang disungai kapuas,lomo rohakku marlange i aek kapuas
saya suka makan ikan nila,lomo rohakku mangallang ikkan nila
saya dan teman-teman mencari pakis di hutan,au dohot akka dongankumamori pahu i tombak
bubur pedas sangat enak,bubur pedas tabo hian
saya sudah mengantuk,nga mangondokhi au
saya ingin tidur tetapi tugas saya belom selesai,au naeng modom alai tugashu dang sae dope
apakah kamu memiliki sepeda ?,adong do lerengmu?
bolehkah saya meminjam sepeda mu ?,boi do au maminjam lerengmi?
saya memiliki sepeda berwarna biru,adong lerenghu warna biru
ayam berkokok di pagi hari,manuk martaguak i pagi ni ari
saya dimarah ibu karena bangun terlalu siang,au i muruki inang alana dungo pa siang hu
saya suka membaca Kata-kata mutiara,lomo rohakku mambassa hata-hata mutiara
fiersa besari adalah penulis yang sangat saya suka,Fiersa Besari ima penulis na lomo rohakku
saya ingin gemuk,au naeng mok mok
sekarang nafsu makan saya sudah membaik,saonari nafsu manganhu nungnga lekket
saya tidak ingin sakit lagi,danng olo marsahit muse
saya masih suka begadang setiap hari,lomo dope rohakkku begadang tiop ari
begadang adalah kebiasaan yang buruk,begadang ima kebiasaan na roa
saya senang bermain game,lomo rohakku marmeam game
apakah kamu suka bermain game ?,lomo roham marmeam game?
dia memiliki suara yang bagus,imana mampunasa suara na bagak
zayn adalah penyanyi kesukaan saya,Zayn ima parende na lomo rohakku
zayn malik sangat ganteng,Zayn Malik gatteng hian
saya terpesona melihat dia,lomo hian rohakku mangida imana
saya mencuci baju menggunakan mesin cuci,au manussi baju pakke mesin cuci
saya pergi kuliah menggunakan sepeda motor,au lao kuliah pakke kareta
saya tidak ada jam kuliah sekarang,au dang adong jam kuliah saonari
saya bisa berenang,au boi marlange
saya mencuci piring di pagi hari,au manussi piring i pagi ari
kamu menyukai zayn malik ?,lomo roham tu Zayn malik?
dimana kamu membeli baju itu ?,idia i tuhor ho baju i?
saya membeli baju itu di pasar flamboyan,au manuhor baju i i pajak Flamboyan
saya senang makan sate,lomo rohakku mangallang sate
saya memiliki teman yang suka menyebarkan berita bohong,au mappunasa dongan na lomo rohana massebarhon berita gabus
chandra suka membantu teman,chandra lomo rohana mangurupi donganna
chandra suka mendengarkan lagu,chandra lomo rohana mambegei lagu
ina bekerja di PDAM,ina karejo i PDAM
ina suka memakai bedak kelly,ina lomo rohana pakke badak Kelly
kholiz suka tersenyum lebar setiap hari,Kholiz holanna mekkel tiop ari
adit sangat pendiam,Adit parsip-sip hian
jaki sangat pandai memasak kerang,Jaki malo hian malloppa korang
jaki membeli kerang di pasar kemuning,Jaki manuhor korang i pajak kemuning
mari minum coklat panas,beta minum cokelat panas
saya sangat sayang kepada adik saya,holong hian rohakku tu adekku
rany senang menggunakan gamis,Rany lomo rohana mamakke gamis
tasya senang mendengarkan lagu korea,Tasya lomo rohana mambegei lagu korea
kuliah wajib menggunakan baju kemeja,kuliah wajib pakke baju kemeja
Dosen TU sangat ganteng,dosen TU i gatteng hian
